element_global_id	obsoletename	obsoletenote	obsoletedate	obsoleteauthority
683210	<i>Abies concolor - Calocedrus decurrens - Pinus lambertiana / Chrysolepis sempervirens / Carex multicaulis</i> Forest	taxonomic update (USDA Plants 2017)	12/7/2017	M. Russo
685014	<i>Pseudotsuga menziesii - Abies concolor / Gaultheria shallon</i> Forest	taxonomic update (USDA Plants 2017)	12/7/2017	M. Russo
833254	<i>Calocedrus decurrens - Pinus lambertiana - Abies concolor</i> Forest &amp; Woodland Group	taxonomic update (USDA Plants 2017)	12/8/2017	M. Russo
689108	<i>Picea (engelmannii x glauca, engelmannii) / Lysichiton americanus</i> Swamp Forest	nomenclature update (USDA Plants 2017)	1/12/2018	M. Russo
683593	<i>Tiquilia hispidissima / Sporobolus airoides</i> Dwarf-shrubland		2/1/2018	K. Schulz
684737	<i>Picea (engelmannii x glauca, engelmannii) / Packera streptanthifolia</i> Swamp Forest	nomenclature update (USDA Plants 2017)	1/12/2018	M. Russo
684015	<i>Picea (engelmannii x glauca, engelmannii) / Carex disperma</i> Swamp Forest	nomenclature update (USDA Plants 2017)	1/12/2018	M. Russo
685594	<i>Rubus parviflorus</i> Ruderal Shrubland		10/24/2017	D. Faber-Langendoen
686148	<i>Abies concolor - Picea breweriana / Chimaphila umbellata</i> Forest	taxonomic update (USDA Plants 2017)	12/7/2017	M. Russo
686631	<i>Abies concolor - Calocedrus decurrens - Pinus lambertiana / Adenocaulon bicolor</i> Forest	taxonomic update (USDA Plants 2017)	12/7/2017	M. Russo
687217	<i>Abies concolor - Pinus ponderosa / Arctostaphylos patula - Mahonia</i> spp. Forest	taxonomic update (USDA Plants 2017)	12/7/2017	M. Russo
899726	<i>Abies concolor - Pseudotsuga menziesii</i> Coastal, Cascadian &amp; Sierran Forest Alliance	taxonomic update (USDA Plants 2017)	12/7/2017	M. Russo
683770	Limestone - Dolostone Great Lakes Shore Cliff Sparse Vegetation		10/13/2017	D. Faber-Langendoen
833261	<i>Pseudotsuga menziesii - Tsuga heterophylla / Gaultheria shallon</i> Forest Group		2/27/2018	K. Baldwin
833261	North Pacific Maritime Douglas-fir - Western Hemlock Forest		2/27/2018	K. Baldwin
838600	Rocky Mountain Subalpine-High Montane Conifer Forest		2/27/2018	K. Baldwin
835948	Vancouverian Lowland &amp; Montane Forest		2/27/2018	K. Baldwin
835948	<i>Tsuga heterophylla - Picea sitchensis - Sequoia sempervirens</i> Forest Macrogroup		2/27/2018	K. Baldwin
833262	North Pacific Maritime Silver Fir - Western Hemlock Forest		2/27/2018	K. Baldwin
833262	<i>Abies amabilis - Tsuga heterophylla</i> Forest Group		2/27/2018	K. Baldwin
835949	Vancouverian Subalpine Forest		2/27/2018	K. Baldwin
688486	<i>Pinus contorta / Purshia tridentata / Carex pensylvanica</i> Forest	taxonomic revision, <i>Carex pensylvanica</i> does not occur western US	1/19/2018	K. Schulz
689662	<i>Quercus garryana / Carex inops - Camassia quamash</i> Woodland	taxonomic update (USDA Plants 2017)	1/19/2018	K. Schulz
900043	Eastern North American Erosional Bluffs Alliance		12/7/2017	D. Faber-Langendoen
686608	<i>Abies concolor - Chamaecyparis lawsoniana - Pseudotsuga menziesii / (Mahonia nervosa) / Achlys triphylla</i> Forest	taxonomic update (USDA Plants 2017)	12/7/2017	M. Russo
688992	<i>Abies concolor - Pinus lambertiana</i> Forest	taxonomic update (USDA Plants 2017)	12/7/2017	M. Russo
899724	<i>Abies concolor - Pinus lambertiana</i> Forest Alliance	taxonomic update (USDA Plants 2017)	12/7/2017	M. Russo
899729	<i>Abies concolor - Pinus ponderosa</i> Eastern Sierran Forest &amp; Woodland Alliance	taxonomic update (USDA Plants 2017)	12/7/2017	M. Russo
683079	<i>Abies concolor / Taxus brevifolia</i> Forest	taxonomic update (USDA Plants 2017)	12/7/2017	M. Russo
685253	<i>Pseudotsuga menziesii - Abies concolor - Calocedrus decurrens</i> Forest	taxonomic update (USDA Plants 2017)	12/7/2017	M. Russo
683217	<i>Abies concolor - Pinus contorta / Carex pensylvanica - Achnatherum occidentale</i> Forest	taxonomic update (USDA Plants 2017); taxonomic revision, <i>Carex pensylvanica</i> does not occur western US	12/8/2017	M. Russo
686498	<i>Abies concolor - Pinus ponderosa / Ceanothus velutinus</i> Forest	taxonomic update (USDA Plants 2017)	12/8/2017	M. Russo
684170	<i>Cercocarpus montanus var. paucidentatus / Petrophyton caespitosum</i> Shrubland	nomenclature update (USDA Plants 2017)	12/20/2017	M. Russo
685446	<i>Betula alleghaniensis - Acer saccharum - Aesculus flava / Acer pensylvanicum / Trillium grandiflorum</i> Forest		1/22/2018	M. Hines (KY NHP)
887161	North Pacific Western Hemlock - Sitka Spruce - Western Red-cedar Seasonal Rainforest		2/27/2018	K. Baldwin
887161	<i>Tsuga heterophylla - Picea sitchensis - Thuja plicata</i> North Pacific Seasonal Rainforest Group		2/27/2018	K. Baldwin
833258	North Pacific Red Alder - Bigleaf Maple - Douglas-fir Forest		2/27/2018	K. Baldwin
833258	<i>Alnus rubra - Acer macrophyllum</i> Forest Group		2/27/2018	K. Baldwin
686857	Basalt - Diabase Great Lakes Shore Cliff Sparse Vegetation		10/13/2017	D. Faber-Langendoen
688837	Eroding Clay Bank Sparse Vegetation		12/7/2017	D. Faber-Langendoen
686452	<i>Abies concolor - Calocedrus decurrens - Pinus lambertiana / Cornus nuttallii / Corylus cornuta var. californica</i> Forest	taxonomic update (USDA Plants 2017)	12/7/2017	M. Russo
857940	<i>Petrophyton caespitosum</i> Sparse Vegetation	nomenclature update (USDA Plants 2017)	12/20/2017	M. Russo
683484	<i>Abies concolor - Pseudotsuga menziesii / Holodiscus discolor</i> Forest	taxonomic update (USDA Plants 2017)	12/8/2017	M. Russo
979564	<i>Pseudotsuga menziesii - Abies concolor / Holodiscus discolor / Polystichum munitum</i> Forest	taxonomic update (USDA Plants 2017)	12/8/2017	M. Russo
969621	<i>Populus deltoides - Populus alba - Robinia pseudoacacia</i> Western Planted/Escaped Woodland Cultural Type		12/15/2017	D. Faber-Langendoen
688428	<i>Abies concolor / Vaccinium membranaceum</i> Forest	taxonomic update (USDA Plants 2017)	12/7/2017	M. Russo
688993	<i>Abies concolor - Pinus lambertiana / Maianthemum racemosum - Prosartes hookeri</i> Forest	taxonomic update (USDA Plants 2017)	12/7/2017	M. Russo
689619	<i>Abies concolor - Pinus ponderosa / Symphoricarpos</i> spp. Forest	taxonomic update (USDA Plants 2017)	12/7/2017	M. Russo
683641	<i>Pinus jeffreyi - Abies concolor / Symphoricarpos rotundifolius / Elymus elymoides</i> Woodland	taxonomic update (USDA Plants 2017)	12/7/2017	M. Russo
683457	<i>Abies magnifica - Abies concolor - Pinus jeffreyi</i> Sierran Montane Chaparral Forest	taxonomic update (USDA Plants 2017)	12/7/2017	M. Russo
683624	<i>Pinus jeffreyi - Abies concolor</i> Woodland	taxonomic update (USDA Plants 2017)	12/7/2017	M. Russo
685687	<i>Abies concolor / Quercus sadleriana</i> Forest	taxonomic update (USDA Plants 2017)	12/8/2017	M. Russo
685789	<i>Abies concolor / Rubus nivalis</i> Forest	taxonomic update (USDA Plants 2017)	12/8/2017	M. Russo
688911	<i>Abies concolor / Maianthemum stellatum</i> Forest	taxonomic update (USDA Plants 2017)	12/8/2017	M. Russo
686726	<i>Abies concolor - Pinus lambertiana - Pinus ponderosa / Arctostaphylos patula</i> Forest	taxonomic update (USDA Plants 2017)	12/8/2017	M. Russo
685226	<i>Abies concolor - Tsuga heterophylla / Acer circinatum</i> Forest	taxonomic update (USDA Plants 2017)<br /> 	12/8/2017	M. Russo
979395	<i>Pseudotsuga menziesii - Abies concolor - Umbellularia californica / Polystichum munitum</i> Forest	taxonomic update (USDA Plants 2017)	12/8/2017	M. Russo
687516	<i>Avicennia germinans / Sarcocornia pacifica</i> Scrub	taxonomic update (USDA Plants 2017)	1/18/2018	M. Russo
686702	<i>Abies concolor - Picea breweriana / Gaultheria ovatifolia / Orthilia secunda</i> Forest	taxonomic update (USDA Plants 2017)	12/7/2017	M. Russo
687218	<i>Abies concolor - Picea breweriana / Vaccinium membranaceum / Goodyera oblongifolia</i> Forest	taxonomic update (USDA Plants 2017)	12/7/2017	M. Russo
687436	<i>Abies concolor - Pinus monticola / Ribes viscosissimum</i> Forest	taxonomic update (USDA Plants 2017)	12/7/2017	M. Russo
688506	<i>Abies concolor / Chimaphila umbellata</i> Forest	taxonomic update (USDA Plants 2017)	12/7/2017	M. Russo
689443	<i>Abies concolor - Pinus lambertiana - Calocedrus decurrens / Symphoricarpos mollis / Kelloggia galioides</i> Forest	taxonomic update (USDA Plants 2017)	12/7/2017	M. Russo
689467	<i>Abies concolor / Mahonia nervosa</i> Forest	taxonomic update (USDA Plants 2017)	12/7/2017	M. Russo
688099	Sandstone Great Lakes Shore Cliff Sparse Vegetation		10/13/2017	D. Faber-Langendoen
686075	<i>Abies concolor - Pinus lambertiana - Pinus jeffreyi</i> / Sparse Understory Forest	taxonomic update (USDA Plants 2017)	12/8/2017	M. Russo
979392	<i>Pseudotsuga menziesii - Abies concolor / Polystichum munitum</i> Forest	taxonomic update (USDA Plants 2017)	12/8/2017	M. Russo
