element_global_id	simglobal_id	simnote	simelcode	simname	simusstatus	simlevelid
899253	899250	lacks a broad-leaved deciduous shrub stratum; occurs only west of the Mississippi River.	A3124	<i>Pinus palustris / Schizachyrium scoparium</i> West Gulf Coastal Plain Woodland Alliance	C	46
899253	899249	has a broad-leaved deciduous shrub stratum of <i>Quercus marilandica</i>; occurs only west of the Mississippi River.	A3123	<i>Pinus palustris / Quercus marilandica / Schizachyrium scoparium</i> West Gulf Coastal Plain Woodland Alliance	C	46
899253	899252	has a broad-leaved deciduous shrub stratum of <i>Quercus marilandica</i>; occurs only east of the Mississippi River.	A3126	<i>Pinus palustris / Quercus marilandica / Aristida</i> spp. Southeastern Coastal Plain Clayhill Woodland Alliance	C	46
899253	899251	has a broad-leaved deciduous shrub stratum of <i>Quercus margarettae</i> and other oaks; occurs only east of the Mississippi River.	A3125	<i>Pinus palustris / Quercus margarettae / Aristida</i> spp. Southeastern Coastal Plain Woodland Alliance	C	46
926768	926862	shares many species but is found further west in the western Great Lakes area. It usually has species found in the tallgrass prairie region.	A4105	<i>Carex</i> spp. - <i>Calamagrostis canadensis</i> Midwest Wet Meadow Alliance	C	46
926855	926862	is less saline and has more <i>Calamagrostis canadensis</i> rather than <i>Calamagrostis stricta</i> and fewer salt-tolerant Carices.	A4105	<i>Carex</i> spp. - <i>Calamagrostis canadensis</i> Midwest Wet Meadow Alliance	C	46
926862	899712	does not have the abundance of <i>Carex</i> spp. and tends to be drier for more of the growing season.	A3654	<i>Spartina pectinata</i> Wet Prairie Alliance	C	46
900122	900079	can have similar dominants but sites in this alliance are mesic, as opposed to wet or wet-mesic, and lack wet indicators such as the grasses <i>Calamagrostis canadensis, Muhlenbergia richardsonis</i>, and <i>Spartina pectinata</i> and forbs such as <i>Equisetum</i> spp., <i>Helianthus grosseserratus, Liatris spicata, Pycnanthemum virginianum</i>, and <i>Veronicastrum virginicum</i>.	A4028	<i>Andropogon gerardii - Sorghastrum nutans</i> Mixedgrass Western Plains Grassland Alliance	C	46
926708	899134	is strongly dominated (&gt;75%) by <i>Phragmites australis</i> with &lt;25% cover of shrubs.	A1431	<i>Phragmites australis ssp. australis</i> Ruderal Marsh Alliance	C	46
926708	899123	is strongly dominated (&gt;75%) by <i>Phalaris arundinacea</i> with &lt;25% cover of shrubs.	A1381	<i>Phalaris arundinacea</i> Eastern Ruderal Marsh Alliance	C	46
926708	899229	is strongly dominated (&gt;75%) by <i>Lythrum salicaria</i> with &lt;25% cover of shrubs.	A3030	<i>Lythrum salicaria</i> Ruderal Marsh Alliance	C	46
899134	899718	<i>Phragmites australis</i> is &lt;75% cover and dominants are typically <i>Schoenoplectus tabernaemontani, Bolboschoenus fluviatilis, Schoenoplectus acutus, Typha angustifolia</i>, and <i>Typha latifolia</i>.	A3666	<i>Schoenoplectus tabernaemontani - Bolboschoenus fluviatilis - Typha</i> spp. Shallow Marsh Alliance	C	46
899123	899718	is not dominated by <i>Phalaris arundinacea</i> but typically by <i>Schoenoplectus tabernaemontani, Bolboschoenus fluviatilis, Schoenoplectus acutus, Typha angustifolia</i>, and <i>Typha latifolia</i>.	A3666	<i>Schoenoplectus tabernaemontani - Bolboschoenus fluviatilis - Typha</i> spp. Shallow Marsh Alliance	C	46
899123	926708	is not dominated by <i>Phalaris arundinacea</i> but typically by <i>Carex</i> spp. and <i>Calamagrostis canadensis</i>.	A4106	<i>Spiraea tomentosa - Rubus</i> spp. Ruderal Wet Shrubland Alliance	C	46
899229	899718	<i>Lythrum salicaria</i> is &lt;75% cover and dominants are typically <i>Schoenoplectus tabernaemontani, Bolboschoenus fluviatilis, Schoenoplectus acutus, Typha angustifolia</i>, and <i>Typha latifolia</i>.	A3666	<i>Schoenoplectus tabernaemontani - Bolboschoenus fluviatilis - Typha</i> spp. Shallow Marsh Alliance	C	46
899229	926708	<i>Lythrum salicaria</i> is &lt;75% cover and dominants are typically <i>Carex</i> spp. and <i>Calamagrostis canadensis</i>.	A4106	<i>Spiraea tomentosa - Rubus</i> spp. Ruderal Wet Shrubland Alliance	C	46
899229	899134	<i>Phragmites</i> is dominant to nearly monotypic.	A1431	<i>Phragmites australis ssp. australis</i> Ruderal Marsh Alliance	C	46
899787	899790	is dominated or codominated by <i>Robinia neomexicana</i> and occurs in the southern extent of this group's range.	A3738	<i>Quercus gambelii - Robinia neomexicana</i> Shrubland Alliance	C	46
899337	898974	shares the dominant and characteristic species, <i>Quercus buckleyi</i>.	A0242	<i>Quercus buckleyi</i> Slope Forest & Woodland Alliance	C	46
900117	900116	is found further east.	A4066	<i>Potamogeton</i> spp. - <i>Ceratophyllum</i> spp. - <i>Elodea</i> spp. Aquatic Vegetation Alliance	C	46
900116	900117	can have very similar composition but is found further west in the Great Plains and stands are often subject to higher degrees of fluctuating water le	A4067	<i>Stuckenia pectinata - Potamogeton</i> spp. - <i>Ceratophyllum demersum</i> Aquatic Vegetation Alliance	C	46
899625	900117	is found further west in the Great Plains and western United States and is only rarely dominated by <i>Myriophyllum</i> spp.	A4067	<i>Stuckenia pectinata - Potamogeton</i> spp. - <i>Ceratophyllum demersum</i> Aquatic Vegetation Alliance	C	46
899625	900116	can be similar but is not dominated by <i>Myriophyllum</i> spp.	A4066	<i>Potamogeton</i> spp. - <i>Ceratophyllum</i> spp. - <i>Elodea</i> spp. Aquatic Vegetation Alliance	C	46
898974	899337	shares a dominant and characteristic species, <i>Quercus buckleyi</i>.	A3213	<i>Quercus buckleyi - Quercus sinuata var. breviloba - Quercus laceyi</i> Dry Forest &amp; Woodland Alliance	C	46
899338	899495		A3371	<i>Acer grandidentatum</i> Montane Forest Alliance	C	46
899338	899240		A0368	<i>Arbutus xalapensis - Acer grandidentatum - Quercus</i> spp. Forest & Woodland Alliance	C	46
899011	899341		A3217	<i>Quercus stellata - Ulmus crassifolia</i> Forest & Woodland Alliance	C	46
899708	899707	is similar in environmental setting but ranges to the south.	A3649	<i>Morella cerifera</i> Coastal Wet Shrubland Alliance	C	46
899707	899708	is similar in environmental setting but occurs to the north.	A3650	<i>Morella pensylvanica</i> Coastal Wet Shrubland Alliance	C	46
899847	878797	tends to be dominated by taller grasses (e.g., <i>Andropogon gerardii, Panicum virgatum</i>, and <i>Sorghastrum nutans</i>.	A2070	<i>Panicum virgatum - Andropogon gerardii</i> Interior Gravel Riverscour Prairie Alliance	C	46
899847	878775	tends to be dominated by taller grasses (e.g., <i>Andropogon gerardii, Panicum virgatum</i>, and <i>Sorghastrum nutans</i>.	A2069	<i>Andropogon gerardii - Sorghastrum nutans</i> Appalachian Gravel Riverscour Alliance	C	46
935020	899378	is very similar floristically, but is restricted to the western Great Plains.	A3254	<i>Agropyron cristatum - Bromus inermis - Poa pratensis</i> Ruderal Grassland Alliance	C	46
899177	900013	occurs on granite, not alkaline outcrops.	A3962	<i>Croton michauxii var. ellipticus - Minuartia glabra - Phemeranthus</i> spp. Piedmont Open Flatrock Alliance	C	46
899177	899176	occurs on sandstone, not alkaline outcrops.	A1819	<i>Diamorpha smallii - Minuartia glabra</i> Cumberland Sandstone Herb Alliance	C	46
899137	899177	occurs on rock outcrop and small depressions within alkaline glade.	A1820	<i>Sedum pulchellum</i> Alkaline Bedrock Herb Alliance	C	46
899939	899772		A3720	<i>Thuja occidentalis - Acer rubrum - Larix laricina</i> Swamp Forest Alliance	C	46
959802	900054		A4003	<i>Rhizocarpon geographicum - Umbilicaria hyperborea</i> Eastern Alpine Fell-field Alliance	C	46
899758	899482		A3358	<i>Acer rubrum / Alnus serrulata - Ilex verticillata</i> Appalachian-Piedmont Seepage Forest Alliance	C	46
870954	899482		A3358	<i>Acer rubrum / Alnus serrulata - Ilex verticillata</i> Appalachian-Piedmont Seepage Forest Alliance	C	46
842023	899763		A3711	<i>Acer saccharum - Carya cordiformis</i> Mesic Floodplain Forest Alliance	C	46
841993	950065		A4209	<i>Quercus velutina - Quercus falcata - Pinus rigida</i> Coastal Plain Forest Alliance	C	46
899595	931856		A4111	<i>Vaccinium angustifolium - Vaccinium pallidum</i> Rocky Heath Alliance	C	46
899595	931854		A4110	<i>Vaccinium angustifolium - Vaccinium myrtilloides</i> Rocky Heath Alliance	C	46
899754	899753		A3701	<i>Platanus occidentalis - Fraxinus pennsylvanica - Liriodendron tulipifera</i> Central Appalachian-Piedmont Floodplain Forest Alliance	C	46
899754	899751		A3699	<i>Betula nigra - Platanus occidentalis</i> Appalachian-Piedmont Floodplain Forest Alliance	C	46
899754	899749		A3697	<i>Acer saccharinum - Acer negundo</i> Appalachian-Piedmont Floodplain Forest Alliance	C	46
899753	899751		A3699	<i>Betula nigra - Platanus occidentalis</i> Appalachian-Piedmont Floodplain Forest Alliance	C	46
899753	899749		A3697	<i>Acer saccharinum - Acer negundo</i> Appalachian-Piedmont Floodplain Forest Alliance	C	46
899750	899749		A3697	<i>Acer saccharinum - Acer negundo</i> Appalachian-Piedmont Floodplain Forest Alliance	C	46
899604	899410		A3286	<i>Ledum groenlandicum / Trichophorum cespitosum / Sphagnum</i> spp. Alpine Bog &amp; Fen Alliance	C	46
899597	899176		A1819	<i>Diamorpha smallii - Minuartia glabra</i> Cumberland Sandstone Herb Alliance	C	46
899456	899301		A3176	<i>Salix arctica - Salix nivalis - Salix reticulata</i> Alpine Dwarf-shrubland Alliance	C	46
899422	899066		A1049	<i>Juniperus virginiana - Rhus aromatica</i> Alkaline Bedrock Shrubland Alliance	C	46
899411	900055		A4004	Northern Appalachian Alpine Cliff Alliance	C	46
899411	899108		A1295	<i>Carex bigelowii</i> Alpine Meadow Alliance	C	46
899177	899137		A1458	<i>Eleocharis bifida - Eleocharis compressa - Nothoscordum bivalve</i> Alkaline Rocky Seep Alliance	C	46
858280	899619		A3496	<i>Juniperus osteosperma</i> / Shrub Understory Woodland Alliance	C	46
899771	899069	occurs on maritime coastal dunes.	A1062	<i>Hudsonia tomentosa</i> Dune Dwarf-shrubland Alliance	C	46
899069	899771		A3719	<i>Ammophila breviligulata - Juniperus</i> spp. Great Lakes Dune Grassland Alliance	C	46
899872	899594		A3471	<i>Deschampsia cespitosa</i> Serpentine Seep Alliance	C	46
899234	899594		A3471	<i>Deschampsia cespitosa</i> Serpentine Seep Alliance	C	46
878975	899591		A3468	<i>Schizachyrium scoparium - Sorghastrum nutans - Symphyotrichum depauperatum</i> Serpentine Grassland Alliance	C	46
899590	878975	has a sparse canopy with white ash and red-cedar, not with pine.	A2074	<i>Fraxinus americana - Quercus stellata / Carex pensylvanica</i> Appalachian Mafic-Circumneutral Scrub Alliance	C	46
878975	899590	has a sparse canopy of oak and pine, not with white ash and red-cedar.	A3467	<i>Quercus</i> spp. - <i>Pinus</i> spp. Appalachian Ultramafic Scrub Alliance	C	46
899176	899177		A1820	<i>Sedum pulchellum</i> Alkaline Bedrock Herb Alliance	C	46
900108	900093	occurs further west and has fewer tallgrass species and forbs.	A4042	<i>Schizachyrium scoparium - Bouteloua curtipendula</i> Central Great Plains Grassland Alliance	C	46
900107	900079	is found further west and tends to have fewer forbs and more midgrasses such as <i>Pascopyrum smithii</i>.	A4028	<i>Andropogon gerardii - Sorghastrum nutans</i> Mixedgrass Western Plains Grassland Alliance	C	46
900080	900082	has more <i>Pascopyrum smithii</i> (&gt;25%?) but can otherwise be very similar.	A4031	<i>Pascopyrum smithii - Nassella viridula</i> Northwestern Great Plains Grassland Alliance	C	46
900084	900082	drier communities in this alliance can be similar, but <i>Pascopyrum smithii</i> is more abundant than <i>Hesperostipa comata</i>.	A4031	<i>Pascopyrum smithii - Nassella viridula</i> Northwestern Great Plains Grassland Alliance	C	46
900094	900088	has more <i>Festuca idahoensis</i> than <i>Festuca altaica</i>.	A4037	<i>Festuca idahoensis - Carex inops ssp. heliophila</i> Great Plains Grassland Alliance	C	46
899101	899088	shares some species in common, but is more common on dune crests and fronts.	A1207	<i>Ammophila breviligulata</i> Dune Grassland Alliance	C	46
899696	899088	shares some species in common, but occurs on exposed dune crests and dune faces.	A1207	<i>Ammophila breviligulata</i> Dune Grassland Alliance	C	46
899040	899069	is often adjacent and shares some of the same species, but occurs in more protected interdunes.	A1062	<i>Hudsonia tomentosa</i> Dune Dwarf-shrubland Alliance	C	46
899069	899040	shares some of the same species, but occurs on more exposed foredunes.	A0902	<i>Morella pensylvanica</i> Dune Shrubland Alliance	C	46
899088	899696	occurs on more stabilized backdunes and generally has greater vegetation cover.	A3638	<i>Schizachyrium littorale - Schizachyrium scoparium</i> Northern Coastal Plain Grassland Alliance	C	46
899747	899746	occurs on limestone bedrock and supports calciphilic species.	A3694	<i>Clinopodium arkansanum - Campanula rotundifolia</i> Limestone Lakeshore Alliance	C	46
899746	899747	occurs on acidic bedrock.	A3695	<i>Deschampsia cespitosa - Campanula rotundifolia</i> Lakeshore Alliance	C	46
878731	899235	shares some of the same species but is coniferous.	A3105	<i>Pinus rigida - Pinus taeda</i> Maritime Forest & Woodland Alliance	C	46
899235	878731	is dominated by deciduous trees but shares many of the same species.	A0237	<i>Prunus serotina - Amelanchier</i> spp. - <i>Juniperus virginiana</i> Maritime Scrub Forest Alliance	C	46
899372	899333	is found to the south in the northern Great Plains; differential species for these two alliances are not well-established.	A3209	<i>Betula papyrifera - Populus tremuloides - Quercus macrocarpa</i> Forest Alliance	C	46
931848	899747	occurs on the Great Lakes.	A3695	<i>Deschampsia cespitosa - Campanula rotundifolia</i> Lakeshore Alliance	C	46
900033	900032	has steeper slopes and fewer areas of soil development and plants.	A3981	Great Plains Acidic Cliff Alliance	C	46
900032	900033	has less steep slopes and often has more pockets of soil development and plants.	A3982	Great Plains Acidic Rock Outcrop Alliance	C	46
899748	899182	generally lacks submerged aquatic plants.	A1881	<i>Polygonum</i> spp. Shoreline Wet Meadow Alliance	C	46
907223	899760	often occupies similar habitat but has less <i>Acer negundo</i>.	A3708	<i>Acer rubrum - Fraxinus pennsylvanica</i> Floodplain Forest Alliance	C	46
899332	899331	is not codominated by non-sagebrush shrubs.	A3207	<i>Artemisia tridentata ssp. spiciformis - Artemisia tridentata ssp. vaseyana</i> Steppe &amp; Shrubland Alliance	C	46
899331	899332	is codominated by non-sagebrush shrubs.	A3208	<i>Artemisia tridentata ssp. vaseyana</i> - Mixed Steppe &amp; Shrubland Alliance	C	46
899324	899644	is dominated by <i>Artemisia cana ssp. cana</i> and occurs in riparian situation (not upland) in the Great Plains.	A3586	<i>Artemisia cana ssp. cana</i> Wet Shrubland Alliance	C	46
899324	899204	is dominated by the same two subspecies of <i>Artemisia cana</i> (<i>ssp. bolanderi, ssp. viscidula</i>), but occurs in riparian situation not upland.	A2557	<i>Artemisia cana</i> Wet Shrubland Alliance	C	46
900087	899051	appears very similar, with some differences in dominants but an overall similarity in floristic and environmental characteristics. <i>Crataegus douglasii</i> and <i>Crataegus succulenta</i>	A0954	<i>Crataegus douglasii - Crataegus succulenta</i> Shrubland Alliance	C	46
900082	900080	Little information is available about this alliance but it shares some dominant species and habitat features; A4031 has &gt;25% <i>Pascopyrum smithii</i> or dominance by <i>Nassella viridula</i>.	A4029	<i>Hesperostipa curtiseta - Elymus lanceolatus</i> Grassland Alliance	C	46
900086	900085	has fewer shrubs and is not as closely linked to north-facing slopes, but the two alliances occur in the same area and the herbaceous stratum can be very similar.	A4034	<i>Schizachyrium scoparium</i> Northwestern Great Plains Grassland Alliance	C	46
900079	900107	can have similar dominants but occurs further east, has fewer mid grasses, and tends to have more forbs.	A4057	<i>Andropogon gerardii - Sorghastrum nutans - Coreopsis palmata</i> Central Grassland Alliance	C	46
900079	900093	lacks dominance by tall grasses, though intermediate stands can be hard to classify.	A4042	<i>Schizachyrium scoparium - Bouteloua curtipendula</i> Central Great Plains Grassland Alliance	C	46
900093	900085	is found further north and west.	A4034	<i>Schizachyrium scoparium</i> Northwestern Great Plains Grassland Alliance	C	46
900090	900082	is found in the northern Great Plains; diagnostic criteria for these two alliances in the northern Great Plains are not well-established.	A4031	<i>Pascopyrum smithii - Nassella viridula</i> Northwestern Great Plains Grassland Alliance	C	46
